,Junction,Vehicles,Year,Month,Day,DayOfWeek,Hour,Minute,Vehicles_Lag1,Vehicles_Lag3,Vehicles_Mean,Vehicles_Std
1986,1,31,2016,1,22,4,18,0,30.0,35.0,31.333333333333332,1.5275252316521652
1987,1,35,2016,1,22,4,19,0,31.0,33.0,32.0,2.6457513110647217
1988,1,31,2016,1,22,4,20,0,35.0,30.0,32.333333333333336,2.309401076758657
1989,1,34,2016,1,22,4,21,0,31.0,31.0,33.333333333333336,2.081665999466311
1990,1,30,2016,1,22,4,22,0,34.0,35.0,31.666666666666668,2.081665999466299
1991,1,26,2016,1,22,4,23,0,30.0,31.0,30.0,4.00000000000008
1992,1,27,2016,1,23,5,0,0,26.0,34.0,27.666666666666668,2.08166599946627
1993,1,31,2016,1,23,5,1,0,27.0,30.0,28.0,2.6457513110647004
1994,1,24,2016,1,23,5,2,0,31.0,26.0,27.333333333333332,3.511884584284327
1995,1,16,2016,1,23,5,3,0,24.0,27.0,23.666666666666668,7.505553499465166
1996,1,16,2016,1,23,5,4,0,16.0,31.0,18.666666666666668,4.618802153517041
1997,1,15,2016,1,23,5,5,0,16.0,24.0,15.666666666666666,0.5773502691898329
1998,1,14,2016,1,23,5,6,0,15.0,16.0,15.0,1.0000000000001104
1999,1,14,2016,1,23,5,7,0,14.0,16.0,14.333333333333334,0.5773502691898007
2000,1,15,2016,1,23,5,8,0,14.0,15.0,14.333333333333334,0.5773502691898007
2001,1,19,2016,1,23,5,9,0,15.0,14.0,16.0,2.645751311064638
2002,1,25,2016,1,23,5,10,0,19.0,14.0,19.666666666666668,5.033222956847202
2003,1,23,2016,1,23,5,11,0,25.0,15.0,22.333333333333332,3.0550504633039637
2004,1,20,2016,1,23,5,12,0,23.0,19.0,22.666666666666668,2.5166114784236697
2005,1,21,2016,1,23,5,13,0,20.0,25.0,21.333333333333332,1.5275252316520767
2006,1,19,2016,1,23,5,14,0,21.0,23.0,20.0,1.0000000000001799
2007,1,22,2016,1,23,5,15,0,19.0,20.0,20.666666666666668,1.5275252316520707
2008,1,20,2016,1,23,5,16,0,22.0,21.0,20.333333333333332,1.5275252316520678
2009,1,19,2016,1,23,5,17,0,20.0,19.0,20.333333333333332,1.5275252316520678
2010,1,20,2016,1,23,5,18,0,19.0,22.0,19.666666666666668,0.577350269189931
2011,1,26,2016,1,23,5,19,0,20.0,20.0,21.666666666666668,3.7859388972002366
2012,1,27,2016,1,23,5,20,0,26.0,19.0,24.333333333333332,3.785938897200246
2013,1,22,2016,1,23,5,21,0,27.0,20.0,25.0,2.645751311064684
2014,1,22,2016,1,23,5,22,0,22.0,26.0,23.666666666666668,2.8867513459482077
2015,1,23,2016,1,23,5,23,0,22.0,27.0,22.333333333333332,0.5773502691899872
2016,1,19,2016,1,24,6,0,0,23.0,22.0,21.333333333333332,2.0816659994662263
2017,1,20,2016,1,24,6,1,0,19.0,22.0,20.666666666666668,2.0816659994662223
2018,1,17,2016,1,24,6,2,0,20.0,23.0,18.666666666666668,1.52752523165205
2019,1,14,2016,1,24,6,3,0,17.0,19.0,17.0,3.0000000000000444
2020,1,14,2016,1,24,6,4,0,14.0,20.0,15.0,1.7320508075689358
2021,1,12,2016,1,24,6,5,0,14.0,17.0,13.333333333333334,1.1547005383793163
2022,1,11,2016,1,24,6,6,0,12.0,14.0,12.333333333333334,1.527525231651986
2023,1,14,2016,1,24,6,7,0,11.0,14.0,12.333333333333334,1.527525231651986
2024,1,12,2016,1,24,6,8,0,14.0,12.0,12.333333333333334,1.527525231651986
2025,1,16,2016,1,24,6,9,0,12.0,11.0,14.0,2.0000000000000417
2026,1,16,2016,1,24,6,10,0,16.0,14.0,14.666666666666666,2.309401076758544
2027,1,23,2016,1,24,6,11,0,16.0,12.0,18.333333333333332,4.041451884327416
2028,1,24,2016,1,24,6,12,0,23.0,16.0,21.0,4.358898943540715
2029,1,19,2016,1,24,6,13,0,24.0,16.0,22.0,2.6457513110646644
2030,1,21,2016,1,24,6,14,0,19.0,23.0,21.333333333333332,2.5166114784236573
2031,1,17,2016,1,24,6,15,0,21.0,24.0,19.0,2.0000000000000764
2032,1,18,2016,1,24,6,16,0,17.0,19.0,18.666666666666668,2.081665999466204
2033,1,19,2016,1,24,6,17,0,18.0,21.0,18.0,1.0000000000001394
2034,1,24,2016,1,24,6,18,0,19.0,17.0,20.333333333333332,3.2145502536643717
2035,1,23,2016,1,24,6,19,0,24.0,18.0,22.0,2.6457513110646644
2036,1,21,2016,1,24,6,20,0,23.0,19.0,22.666666666666668,1.5275252316520813
2037,1,23,2016,1,24,6,21,0,21.0,24.0,22.333333333333332,1.1547005383794253
2038,1,25,2016,1,24,6,22,0,23.0,23.0,23.0,2.0000000000001057
2039,1,27,2016,1,24,6,23,0,25.0,21.0,25.0,2.000000000000121
2040,1,23,2016,1,25,0,0,0,27.0,23.0,25.0,2.000000000000121
2041,1,19,2016,1,25,0,1,0,23.0,25.0,23.0,4.000000000000052
2042,1,18,2016,1,25,0,2,0,19.0,27.0,20.0,2.6457513110646533
2043,1,16,2016,1,25,0,3,0,18.0,23.0,17.666666666666668,1.5275252316520327
2044,1,13,2016,1,25,0,4,0,16.0,19.0,15.666666666666666,2.5166114784236244
2045,1,12,2016,1,25,0,5,0,13.0,18.0,13.666666666666666,2.0816659994661686
2046,1,15,2016,1,25,0,6,0,12.0,16.0,13.333333333333334,1.5275252316519927
2047,1,17,2016,1,25,0,7,0,15.0,13.0,14.666666666666666,2.5166114784236187
2048,1,19,2016,1,25,0,8,0,17.0,12.0,17.0,2.0000000000000617
2049,1,21,2016,1,25,0,9,0,19.0,15.0,19.0,2.000000000000077
2050,1,32,2016,1,25,0,10,0,21.0,17.0,24.0,7.000000000000033
2051,1,33,2016,1,25,0,11,0,32.0,19.0,28.666666666666668,6.658328118479438
2052,1,32,2016,1,25,0,12,0,33.0,21.0,32.333333333333336,0.5773502691902304
2053,1,31,2016,1,25,0,13,0,32.0,32.0,32.0,1.0000000000003442
2054,1,33,2016,1,25,0,14,0,31.0,33.0,32.0,1.0000000000003442
2055,1,35,2016,1,25,0,15,0,33.0,32.0,33.0,2.000000000000178
2056,1,34,2016,1,25,0,16,0,35.0,31.0,34.0,1.000000000000369
2057,1,34,2016,1,25,0,17,0,34.0,33.0,34.333333333333336,0.5773502691902711
2058,1,32,2016,1,25,0,18,0,34.0,35.0,33.333333333333336,1.1547005383795603
2059,1,31,2016,1,25,0,19,0,32.0,34.0,32.333333333333336,1.5275252316521695
2060,1,31,2016,1,25,0,20,0,31.0,34.0,31.333333333333332,0.5773502691901848
2061,1,27,2016,1,25,0,21,0,31.0,32.0,29.666666666666668,2.3094010767586295
2062,1,31,2016,1,25,0,22,0,27.0,31.0,29.666666666666668,2.3094010767586295
2063,1,27,2016,1,25,0,23,0,31.0,31.0,28.333333333333332,2.309401076758617
2064,1,27,2016,1,26,1,0,0,27.0,27.0,28.333333333333332,2.309401076758617
2065,1,27,2016,1,26,1,1,0,27.0,31.0,27.0,0.0
2066,1,21,2016,1,26,1,2,0,27.0,27.0,25.0,3.46410161513781
2067,1,18,2016,1,26,1,3,0,21.0,27.0,22.0,4.582575694955868
2068,1,14,2016,1,26,1,4,0,18.0,27.0,17.666666666666668,3.511884584284257
2069,1,15,2016,1,26,1,5,0,14.0,21.0,15.666666666666666,2.081665999466132
2070,1,17,2016,1,26,1,6,0,15.0,18.0,15.333333333333334,1.5275252316519419
2071,1,17,2016,1,26,1,7,0,17.0,14.0,16.333333333333332,1.1547005383792637
2072,1,17,2016,1,26,1,8,0,17.0,15.0,17.0,0.0
2073,1,21,2016,1,26,1,9,0,17.0,17.0,18.333333333333332,2.3094010767585282
2074,1,29,2016,1,26,1,10,0,21.0,17.0,22.333333333333332,6.110100926607811
2075,1,30,2016,1,26,1,11,0,29.0,17.0,26.666666666666668,4.932882862316297
2076,1,31,2016,1,26,1,12,0,30.0,21.0,30.0,1.0000000000003109
2077,1,26,2016,1,26,1,13,0,31.0,29.0,29.0,2.6457513110647
2078,1,23,2016,1,26,1,14,0,26.0,30.0,26.666666666666668,4.04145188432744
2079,1,27,2016,1,26,1,15,0,23.0,31.0,25.333333333333332,2.081665999466237
2080,1,28,2016,1,26,1,16,0,27.0,26.0,26.0,2.6457513110646778
2081,1,24,2016,1,26,1,17,0,28.0,23.0,26.333333333333332,2.0816659994662463
2082,1,30,2016,1,26,1,18,0,24.0,27.0,27.333333333333332,3.055050463303978
2083,1,30,2016,1,26,1,19,0,30.0,28.0,28.0,3.4641016151378334
2084,1,31,2016,1,26,1,20,0,30.0,24.0,30.333333333333332,0.5773502691901847
2085,1,34,2016,1,26,1,21,0,31.0,30.0,31.666666666666668,2.081665999466301
2086,1,34,2016,1,26,1,22,0,34.0,30.0,33.0,1.7320508075690955
2087,1,30,2016,1,26,1,23,0,34.0,31.0,32.666666666666664,2.309401076758663
2088,1,29,2016,1,27,2,0,0,30.0,34.0,31.0,2.6457513110647137
2089,1,27,2016,1,27,2,1,0,29.0,34.0,28.666666666666668,1.527525231652117
2090,1,21,2016,1,27,2,2,0,27.0,30.0,25.666666666666668,4.163331998932307
2091,1,21,2016,1,27,2,3,0,21.0,29.0,23.0,3.4641016151377824
2092,1,14,2016,1,27,2,4,0,21.0,27.0,18.666666666666668,4.0414518843273735
2093,1,14,2016,1,27,2,5,0,14.0,21.0,16.333333333333332,4.041451884327357
2094,1,14,2016,1,27,2,6,0,14.0,21.0,14.0,0.0
2095,1,17,2016,1,27,2,7,0,14.0,14.0,15.0,1.7320508075688006
2096,1,19,2016,1,27,2,8,0,17.0,14.0,16.666666666666668,2.51661147842355
2097,1,38,2016,1,27,2,9,0,19.0,14.0,24.666666666666668,11.590225767142487
2098,1,50,2016,1,27,2,10,0,38.0,17.0,35.666666666666664,15.631165450257836
2099,1,47,2016,1,27,2,11,0,50.0,19.0,45.0,6.244997998398509
2100,1,44,2016,1,27,2,12,0,47.0,38.0,47.0,3.0000000000002527
2101,1,37,2016,1,27,2,13,0,44.0,50.0,42.666666666666664,5.131601439447008
2102,1,42,2016,1,27,2,14,0,37.0,47.0,41.0,3.605551275464154
2103,1,37,2016,1,27,2,15,0,42.0,44.0,38.666666666666664,2.886751345948311
2104,1,36,2016,1,27,2,16,0,37.0,37.0,38.333333333333336,3.2145502536644788
2105,1,36,2016,1,27,2,17,0,36.0,42.0,36.333333333333336,0.5773502691904221
2106,1,32,2016,1,27,2,18,0,36.0,37.0,34.666666666666664,2.309401076758683
2107,1,40,2016,1,27,2,19,0,32.0,36.0,36.0,4.000000000000115
2108,1,38,2016,1,27,2,20,0,40.0,36.0,36.666666666666664,4.16333199893238
2109,1,36,2016,1,27,2,21,0,38.0,32.0,38.0,2.000000000000254
2110,1,37,2016,1,27,2,22,0,36.0,40.0,37.0,1.0000000000004778
2111,1,36,2016,1,27,2,23,0,37.0,38.0,36.333333333333336,0.5773502691904191
2112,1,30,2016,1,28,3,0,0,36.0,36.0,34.333333333333336,3.785938897200288
2113,1,26,2016,1,28,3,1,0,30.0,37.0,30.666666666666668,5.033222956847225
2114,1,23,2016,1,28,3,2,0,26.0,36.0,26.333333333333332,3.5118845842842945
2115,1,21,2016,1,28,3,3,0,23.0,30.0,23.333333333333332,2.516611478423617
2116,1,17,2016,1,28,3,4,0,21.0,26.0,20.333333333333332,3.055050463303893
2117,1,15,2016,1,28,3,5,0,17.0,23.0,17.666666666666668,3.0550504633038678
2118,1,16,2016,1,28,3,6,0,15.0,21.0,16.0,0.9999999999998712
2119,1,18,2016,1,28,3,7,0,16.0,17.0,16.333333333333332,1.5275252316518684
2120,1,21,2016,1,28,3,8,0,18.0,15.0,18.333333333333332,2.5166114784235583
2121,1,22,2016,1,28,3,9,0,21.0,16.0,20.333333333333332,2.08166599946613
2122,1,31,2016,1,28,3,10,0,22.0,18.0,24.666666666666668,5.507570547286124
2123,1,33,2016,1,28,3,11,0,31.0,21.0,28.666666666666668,5.859465277082356
2124,1,41,2016,1,28,3,12,0,33.0,22.0,35.0,5.291502622129262
2125,1,35,2016,1,28,3,13,0,41.0,31.0,36.333333333333336,4.163331998932378
2126,1,36,2016,1,28,3,14,0,35.0,33.0,37.333333333333336,3.2145502536644734
2127,1,37,2016,1,28,3,15,0,36.0,41.0,36.0,1.0000000000004619
2128,1,34,2016,1,28,3,16,0,37.0,35.0,35.666666666666664,1.5275252316522445
2129,1,36,2016,1,28,3,17,0,34.0,36.0,35.666666666666664,1.5275252316522445
2130,1,36,2016,1,28,3,18,0,36.0,37.0,35.333333333333336,1.1547005383796383
2131,1,36,2016,1,28,3,19,0,36.0,34.0,36.0,0.0
2132,1,39,2016,1,28,3,20,0,36.0,36.0,37.0,1.7320508075691634
2133,1,36,2016,1,28,3,21,0,39.0,36.0,37.0,1.7320508075691634
2134,1,37,2016,1,28,3,22,0,36.0,36.0,37.333333333333336,1.5275252316522778
2135,1,34,2016,1,28,3,23,0,37.0,39.0,35.666666666666664,1.5275252316522479
2136,1,29,2016,1,29,4,0,0,34.0,36.0,33.333333333333336,4.041451884327477
2137,1,29,2016,1,29,4,1,0,29.0,37.0,30.666666666666668,2.886751345948239
2138,1,21,2016,1,29,4,2,0,29.0,34.0,26.333333333333332,4.618802153517048
2139,1,22,2016,1,29,4,3,0,21.0,29.0,24.0,4.358898943540703
2140,1,16,2016,1,29,4,4,0,22.0,29.0,19.666666666666668,3.21455025366432
2141,1,15,2016,1,29,4,5,0,16.0,21.0,17.666666666666668,3.785938897200168
2142,1,15,2016,1,29,4,6,0,15.0,22.0,15.333333333333334,0.5773502691894108
2143,1,17,2016,1,29,4,7,0,15.0,16.0,15.666666666666666,1.1547005383791535
2144,1,18,2016,1,29,4,8,0,17.0,15.0,16.666666666666668,1.5275252316518935
2145,1,31,2016,1,29,4,9,0,18.0,15.0,22.0,7.810249675906663
2146,1,35,2016,1,29,4,10,0,31.0,17.0,28.0,8.888194417315614
2147,1,36,2016,1,29,4,11,0,35.0,18.0,34.0,2.645751311064739
2148,1,38,2016,1,29,4,12,0,36.0,31.0,36.333333333333336,1.5275252316522487
2149,1,31,2016,1,29,4,13,0,38.0,35.0,35.0,3.605551275464106
2150,1,33,2016,1,29,4,14,0,31.0,36.0,34.0,3.6055512754640975
2151,1,35,2016,1,29,4,15,0,33.0,38.0,33.0,2.000000000000179
2152,1,31,2016,1,29,4,16,0,35.0,31.0,33.0,2.000000000000179
2153,1,26,2016,1,29,4,17,0,31.0,33.0,30.666666666666668,4.509249752822958
2154,1,34,2016,1,29,4,18,0,26.0,35.0,30.333333333333332,4.041451884327449
2155,1,35,2016,1,29,4,19,0,34.0,31.0,31.666666666666668,4.932882862316312
2156,1,36,2016,1,29,4,20,0,35.0,26.0,35.0,1.0000000000004148
2157,1,33,2016,1,29,4,21,0,36.0,34.0,34.666666666666664,1.5275252316522137
2158,1,30,2016,1,29,4,22,0,33.0,35.0,33.0,3.0000000000001195
2159,1,32,2016,1,29,4,23,0,30.0,36.0,31.666666666666668,1.527525231652153
2160,1,27,2016,1,30,5,0,0,32.0,33.0,29.666666666666668,2.5166114784236853
2161,1,25,2016,1,30,5,1,0,27.0,30.0,28.0,3.6055512754640477
2162,1,21,2016,1,30,5,2,0,25.0,32.0,24.333333333333332,3.0550504633039286
2163,1,15,2016,1,30,5,3,0,21.0,27.0,20.333333333333332,5.033222956847165
2164,1,18,2016,1,30,5,4,0,15.0,25.0,18.0,2.9999999999999756
2165,1,16,2016,1,30,5,5,0,18.0,21.0,16.333333333333332,1.5275252316518688
2166,1,10,2016,1,30,5,6,0,16.0,15.0,14.666666666666666,4.163331998932226
2167,1,15,2016,1,30,5,7,0,10.0,18.0,13.666666666666666,3.214550253664259
2168,1,16,2016,1,30,5,8,0,15.0,16.0,13.666666666666666,3.214550253664259
2169,1,15,2016,1,30,5,9,0,16.0,10.0,15.333333333333334,0.5773502691893745
2170,1,24,2016,1,30,5,10,0,15.0,15.0,18.333333333333332,4.9328828623162355
2171,1,25,2016,1,30,5,11,0,24.0,16.0,21.333333333333332,5.5075705472861065
2172,1,24,2016,1,30,5,12,0,25.0,15.0,24.333333333333332,0.5773502691898176
2173,1,18,2016,1,30,5,13,0,24.0,24.0,22.333333333333332,3.7859388972001966
2174,1,24,2016,1,30,5,14,0,18.0,25.0,22.0,3.4641016151377673
2175,1,17,2016,1,30,5,15,0,24.0,24.0,19.666666666666668,3.785938897200176
2176,1,22,2016,1,30,5,16,0,17.0,18.0,21.0,3.605551275463993
2177,1,22,2016,1,30,5,17,0,22.0,24.0,20.333333333333332,2.8867513459481278
2178,1,22,2016,1,30,5,18,0,22.0,17.0,22.0,0.0
2179,1,29,2016,1,30,5,19,0,22.0,22.0,24.333333333333332,4.041451884327408
2180,1,30,2016,1,30,5,20,0,29.0,22.0,27.0,4.358898943540716
2181,1,28,2016,1,30,5,21,0,30.0,22.0,29.0,1.0000000000002403
2182,1,30,2016,1,30,5,22,0,28.0,29.0,29.333333333333332,1.1547005383794677
2183,1,30,2016,1,30,5,23,0,30.0,30.0,29.333333333333332,1.1547005383794677
2184,1,27,2016,1,31,6,0,0,30.0,28.0,29.0,1.7320508075690164
2185,1,21,2016,1,31,6,1,0,27.0,30.0,26.0,4.5825756949558745
2186,1,19,2016,1,31,6,2,0,21.0,30.0,22.333333333333332,4.163331998932279
2187,1,16,2016,1,31,6,3,0,19.0,27.0,18.666666666666668,2.5166114784235627
2188,1,14,2016,1,31,6,4,0,16.0,21.0,16.333333333333332,2.516611478423536
2189,1,13,2016,1,31,6,5,0,14.0,19.0,14.333333333333334,1.5275252316518317
2190,1,11,2016,1,31,6,6,0,13.0,16.0,12.666666666666666,1.527525231651801
2191,1,10,2016,1,31,6,7,0,11.0,14.0,11.333333333333334,1.5275252316517764
2192,1,13,2016,1,31,6,8,0,10.0,13.0,11.333333333333334,1.5275252316517764
2193,1,17,2016,1,31,6,9,0,13.0,11.0,13.333333333333334,3.5118845842841884
2194,1,21,2016,1,31,6,10,0,17.0,10.0,17.0,3.9999999999999747
2195,1,21,2016,1,31,6,11,0,21.0,13.0,19.666666666666668,2.309401076758492
2196,1,22,2016,1,31,6,12,0,21.0,17.0,21.333333333333332,0.5773502691896653
2197,1,19,2016,1,31,6,13,0,22.0,21.0,20.666666666666668,1.5275252316519488
2198,1,19,2016,1,31,6,14,0,19.0,21.0,20.0,1.7320508075688683
2199,1,19,2016,1,31,6,15,0,19.0,22.0,19.0,0.0
2200,1,21,2016,1,31,6,16,0,19.0,19.0,19.666666666666668,1.154700538379231
2201,1,19,2016,1,31,6,17,0,21.0,19.0,19.666666666666668,1.154700538379231
2202,1,20,2016,1,31,6,18,0,19.0,19.0,20.0,0.9999999999999862
2203,1,29,2016,1,31,6,19,0,20.0,21.0,22.666666666666668,5.507570547286114
2204,1,27,2016,1,31,6,20,0,29.0,19.0,25.333333333333332,4.725815626252639
2205,1,29,2016,1,31,6,21,0,27.0,20.0,28.333333333333332,1.154700538379449
2206,1,26,2016,1,31,6,22,0,29.0,29.0,27.333333333333332,1.5275252316520773
2207,1,27,2016,1,31,6,23,0,26.0,27.0,27.333333333333332,1.5275252316520773
2208,1,27,2016,2,1,0,0,0,27.0,29.0,26.666666666666668,0.5773502691899391
2209,1,19,2016,2,1,0,1,0,27.0,26.0,24.333333333333332,4.618802153517031
2210,1,21,2016,2,1,0,2,0,19.0,27.0,22.333333333333332,4.1633319989322795
2211,1,17,2016,2,1,0,3,0,21.0,27.0,19.0,1.9999999999999818
2212,1,12,2016,2,1,0,4,0,17.0,19.0,16.666666666666668,4.509249752822871
2213,1,15,2016,2,1,0,5,0,12.0,21.0,14.666666666666666,2.5166114784235174
2214,1,12,2016,2,1,0,6,0,15.0,17.0,13.0,1.7320508075687528
2215,1,17,2016,2,1,0,7,0,12.0,12.0,14.666666666666666,2.5166114784235165
2216,1,19,2016,2,1,0,8,0,17.0,15.0,16.0,3.605551275463953
2217,1,22,2016,2,1,0,9,0,19.0,12.0,19.333333333333332,2.51661147842357
2218,1,38,2016,2,1,0,10,0,22.0,17.0,26.333333333333332,10.214368964029724
2219,1,46,2016,2,1,0,11,0,38.0,19.0,35.333333333333336,12.220201853215608
2220,1,40,2016,2,1,0,12,0,46.0,22.0,41.333333333333336,4.163331998932408
2221,1,35,2016,2,1,0,13,0,40.0,38.0,40.333333333333336,5.507570547286205
2222,1,40,2016,2,1,0,14,0,35.0,46.0,38.333333333333336,2.886751345948305
2223,1,38,2016,2,1,0,15,0,40.0,40.0,37.666666666666664,2.5166114784237776
2224,1,36,2016,2,1,0,16,0,38.0,35.0,38.0,2.0000000000002474
2225,1,35,2016,2,1,0,17,0,36.0,40.0,36.333333333333336,1.5275252316522385
2226,1,38,2016,2,1,0,18,0,35.0,38.0,36.333333333333336,1.5275252316522385
2227,1,41,2016,2,1,0,19,0,38.0,36.0,38.0,3.000000000000165
2228,1,39,2016,2,1,0,20,0,41.0,35.0,39.333333333333336,1.5275252316522976
2229,1,35,2016,2,1,0,21,0,39.0,38.0,38.333333333333336,3.0550504633040596
2230,1,40,2016,2,1,0,22,0,35.0,41.0,38.0,2.6457513110647795
2231,1,35,2016,2,1,0,23,0,40.0,39.0,36.666666666666664,2.886751345948289
2232,1,34,2016,2,2,1,0,0,35.0,35.0,36.333333333333336,3.2145502536644583
2233,1,31,2016,2,2,1,1,0,34.0,40.0,33.333333333333336,2.0816659994663085
2234,1,24,2016,2,2,1,2,0,31.0,35.0,29.666666666666668,5.131601439446935
2235,1,23,2016,2,2,1,3,0,24.0,34.0,26.0,4.3588989435407095
2236,1,18,2016,2,2,1,4,0,23.0,31.0,21.666666666666668,3.2145502536643287
2237,1,14,2016,2,2,1,5,0,18.0,24.0,18.333333333333332,4.50924975282288
2238,1,17,2016,2,2,1,6,0,14.0,23.0,16.333333333333332,2.081665999466075
2239,1,19,2016,2,2,1,7,0,17.0,18.0,16.666666666666668,2.5166114784235396
2240,1,19,2016,2,2,1,8,0,19.0,14.0,18.333333333333332,1.1547005383791986
2241,1,23,2016,2,2,1,9,0,19.0,17.0,20.333333333333332,2.309401076758501
2242,1,37,2016,2,2,1,10,0,23.0,19.0,26.333333333333332,9.451631252505235
2243,1,36,2016,2,2,1,11,0,37.0,19.0,32.0,7.810249675906697
2244,1,34,2016,2,2,1,12,0,36.0,23.0,35.666666666666664,1.5275252316522276
2245,1,34,2016,2,2,1,13,0,34.0,37.0,34.666666666666664,1.1547005383796
2246,1,38,2016,2,2,1,14,0,34.0,36.0,35.333333333333336,2.309401076758686
2247,1,39,2016,2,2,1,15,0,38.0,34.0,37.0,2.645751311064769
2248,1,31,2016,2,2,1,16,0,39.0,34.0,36.0,4.358898943540775
2249,1,36,2016,2,2,1,17,0,31.0,38.0,35.333333333333336,4.0414518843274845
2250,1,37,2016,2,2,1,18,0,36.0,39.0,34.666666666666664,3.2145502536644432
2251,1,40,2016,2,2,1,19,0,37.0,31.0,37.666666666666664,2.0816659994663635
2252,1,37,2016,2,2,1,20,0,40.0,36.0,38.0,1.7320508075691587
2253,1,37,2016,2,2,1,21,0,37.0,37.0,38.0,1.7320508075691587
2254,1,36,2016,2,2,1,22,0,37.0,40.0,36.666666666666664,0.5773502691904022
2255,1,35,2016,2,2,1,23,0,36.0,37.0,36.0,1.0000000000004288
2256,1,34,2016,2,3,2,0,0,35.0,37.0,35.0,1.0000000000003986
2257,1,28,2016,2,3,2,1,0,34.0,36.0,32.333333333333336,3.785938897200267
2258,1,22,2016,2,3,2,2,0,28.0,35.0,28.0,6.000000000000034
2259,1,22,2016,2,3,2,3,0,22.0,34.0,24.0,3.464101615137781
2260,1,15,2016,2,3,2,4,0,22.0,28.0,19.666666666666668,4.041451884327373
2261,1,15,2016,2,3,2,5,0,15.0,22.0,17.333333333333332,4.041451884327356
2262,1,17,2016,2,3,2,6,0,15.0,22.0,15.666666666666666,1.1547005383791247
2263,1,20,2016,2,3,2,7,0,17.0,15.0,17.333333333333332,2.5166114784235436
2264,1,22,2016,2,3,2,8,0,20.0,15.0,19.666666666666668,2.5166114784235702
2265,1,26,2016,2,3,2,9,0,22.0,17.0,22.666666666666668,3.0550504633039117
2266,1,32,2016,2,3,2,10,0,26.0,20.0,26.666666666666668,5.033222956847201
2267,1,47,2016,2,3,2,11,0,32.0,22.0,35.0,10.816653826392008
2268,1,47,2016,2,3,2,12,0,47.0,26.0,42.0,8.66025403784446
2269,1,41,2016,2,3,2,13,0,47.0,32.0,45.0,3.464101615137965
2270,1,38,2016,2,3,2,14,0,41.0,47.0,42.0,4.582575694955979
2271,1,37,2016,2,3,2,15,0,38.0,47.0,38.666666666666664,2.081665999466392
2272,1,38,2016,2,3,2,16,0,37.0,41.0,37.666666666666664,0.5773502691905141
2273,1,39,2016,2,3,2,17,0,38.0,38.0,38.0,1.0000000000005236
2274,1,34,2016,2,3,2,18,0,39.0,37.0,37.0,2.6457513110647772
2275,1,38,2016,2,3,2,19,0,34.0,38.0,37.0,2.6457513110647772
2276,1,37,2016,2,3,2,20,0,38.0,39.0,36.333333333333336,2.08166599946636
2277,1,38,2016,2,3,2,21,0,37.0,34.0,37.666666666666664,0.5773502691905096
2278,1,39,2016,2,3,2,22,0,38.0,38.0,38.0,1.000000000000521
2279,1,32,2016,2,3,2,23,0,39.0,37.0,36.333333333333336,3.7859388972003076
2280,1,32,2016,2,4,3,0,0,32.0,38.0,34.333333333333336,4.041451884327484
2281,1,29,2016,2,4,3,1,0,32.0,39.0,31.0,1.7320508075690635
2282,1,23,2016,2,4,3,2,0,29.0,32.0,28.0,4.582575694955892
2283,1,21,2016,2,4,3,3,0,23.0,32.0,24.333333333333332,4.163331998932298
2284,1,18,2016,2,4,3,4,0,21.0,29.0,20.666666666666668,2.516611478423595
2285,1,20,2016,2,4,3,5,0,18.0,23.0,19.666666666666668,1.5275252316519472
2286,1,15,2016,2,4,3,6,0,20.0,21.0,17.666666666666668,2.51661147842356
2287,1,21,2016,2,4,3,7,0,15.0,18.0,18.666666666666668,3.214550253664309
2288,1,17,2016,2,4,3,8,0,21.0,20.0,17.666666666666668,3.0550504633038744
2289,1,23,2016,2,4,3,9,0,17.0,15.0,20.333333333333332,3.0550504633038997
2290,1,33,2016,2,4,3,10,0,23.0,21.0,24.333333333333332,8.082903768654777
2291,1,33,2016,2,4,3,11,0,33.0,17.0,29.666666666666668,5.773502691896308
2292,1,39,2016,2,4,3,12,0,33.0,23.0,35.0,3.4641016151378836
2293,1,32,2016,2,4,3,13,0,39.0,33.0,34.666666666666664,3.785938897200299
2294,1,37,2016,2,4,3,14,0,32.0,33.0,36.0,3.605551275464122
2295,1,35,2016,2,4,3,15,0,37.0,39.0,34.666666666666664,2.516611478423757
2296,1,32,2016,2,4,3,16,0,35.0,32.0,34.666666666666664,2.516611478423757
2297,1,35,2016,2,4,3,17,0,32.0,37.0,34.0,1.7320508075691208
2298,1,37,2016,2,4,3,18,0,35.0,35.0,34.666666666666664,2.516611478423757
2299,1,36,2016,2,4,3,19,0,37.0,32.0,36.0,1.0000000000004734
2300,1,33,2016,2,4,3,20,0,36.0,35.0,35.333333333333336,2.0816659994663516
2301,1,34,2016,2,4,3,21,0,33.0,37.0,34.333333333333336,1.5275252316522263
2302,1,33,2016,2,4,3,22,0,34.0,36.0,33.333333333333336,0.5773502691903164
2303,1,29,2016,2,4,3,23,0,33.0,33.0,32.0,2.6457513110647275
2304,1,32,2016,2,5,4,0,0,29.0,34.0,31.333333333333332,2.0816659994662983
2305,1,34,2016,2,5,4,1,0,32.0,33.0,31.666666666666668,2.5166114784237243
2306,1,24,2016,2,5,4,2,0,34.0,29.0,30.0,5.29150262212924
2307,1,21,2016,2,5,4,3,0,24.0,32.0,26.333333333333332,6.806859285554077
